PATHWAY SORTORDER	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	COMP ID	PLATFORM	CHEMICAL ID
71	hydantoin-5-propionic acid	Amino Acid	Histidine Metabolism	40473	LC/MS Polar	100002514
4559	hydroquinone sulfate	Xenobiotics	Drug - Topical Agents	35322	LC/MS Neg	100001604
40	hydroxyasparagine**	Amino Acid	Alanine and Aspartate Metabolism	62060	LC/MS Pos Early	100020205
4699	hydroxy-CMPF*	Xenobiotics	Chemical	62277	LC/MS Neg	100019794
380	trans-4-hydroxyproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	32306	LC/MS Pos Early	1001
2734	hyocholate	Lipid	Secondary Bile Acid Metabolism	34093	LC/MS Neg	100001279
349	hypotaurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	590	LC/MS Pos Early	358
3321	hypoxanthine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	3127	LC/MS Neg	171
4257	ibuprofen	Xenobiotics	Drug - Analgesics, Anesthetics	17799	LC/MS Neg	1487
4262	ibuprofen acyl glucuronide	Xenobiotics	Drug - Analgesics, Anesthetics	38366	LC/MS Neg	100002406
76	imidazole lactate	Amino Acid	Histidine Metabolism	15716	LC/MS Pos Early	100000263
74	imidazole propionate	Amino Acid	Histidine Metabolism	40730	LC/MS Pos Early	100003434
4700	iminodiacetate (IDA)	Xenobiotics	Chemical	21025	LC/MS Pos Early	100000900
245	indole-3-carboxylic acid	Amino Acid	Tryptophan Metabolism	38116	LC/MS Neg	100002185
238	indoleacetate	Amino Acid	Tryptophan Metabolism	27513	LC/MS Neg	100001034
242	indoleacetylglutamine	Amino Acid	Tryptophan Metabolism	42087	LC/MS Neg	100001731
237	indolelactate	Amino Acid	Tryptophan Metabolism	18349	LC/MS Neg	100000463
240	indolepropionate	Amino Acid	Tryptophan Metabolism	32405	LC/MS Neg	100001083
3320	inosine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1123	LC/MS Neg	361
314	isobutyrylcarnitine (C4)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	33441	LC/MS Pos Early	100001055
315	isobutyrylglycine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	35437	LC/MS Neg	100001590
4115	isoeugenol sulfate	Xenobiotics	Food Component/Plant	48997	LC/MS Neg	100006089
288	isoleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1125	LC/MS Pos Early	376
636	isoleucylglycine	Peptide	Dipeptide	40008	LC/MS Neg	100003169
2726	isoursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	57577	LC/MS Neg	100002488
263	isovalerate (i5:0)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	44656	LC/MS Neg	100000708
265	isovalerylcarnitine (C5)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	34407	LC/MS Pos Early	100001393
3570	I-urobilinogen	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	32426	LC/MS Neg	100001226
221	kynurenate	Amino Acid	Tryptophan Metabolism	1417	LC/MS Neg	98
217	kynurenine	Amino Acid	Tryptophan Metabolism	15140	LC/MS Pos Early	100000265
929	lactate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	527	LC/MS Polar	482
2411	lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*	Lipid	Sphingolipid Metabolism	57422	LC/MS Pos Late	100015623
2475	lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	Lipid	Ceramides	57370	LC/MS Pos Late	100015620
2473	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Ceramides	53010	LC/MS Pos Late	100009030
4487	lamotrigine	Xenobiotics	Drug - Neurological	54762	LC/MS Pos Early	100009390
4702	lanthionine	Xenobiotics	Chemical	42002	LC/MS Pos Early	100003892
1155	laurate (12:0)	Lipid	Medium Chain Fatty Acid	1645	LC/MS Neg	181
1413	laurylcarnitine (C12)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	34534	LC/MS Pos Late	100001392
254	leucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	60	LC/MS Pos Early	397
654	leucylglycine	Peptide	Dipeptide	40045	LC/MS Pos Early	100003185
4488	levetiracetam	Xenobiotics	Drug - Neurological	57641	LC/MS Pos Early	100015873
4280	lidocaine	Xenobiotics	Drug - Analgesics, Anesthetics	35661	LC/MS Pos Early	100001538
2372	lignoceroyl sphingomyelin (d18:1/24:0)	Lipid	Sphingolipid Metabolism	57330	LC/MS Pos Late	100006298
1447	lignoceroylcarnitine (C24)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	57515	LC/MS Pos Late	100015834
1209	linoleate (18:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	1105	LC/MS Neg	180
1211	linolenate [alpha or gamma; (18:3n3 or 6)]	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	34035	LC/MS Neg	100001337
1420	linolenoylcarnitine (C18:3)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	57511	LC/MS Pos Late	100015831
1651	linoleoyl ethanolamide	Lipid	Endocannabinoid	52608	LC/MS Neg	100006726
2325	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*	Lipid	Diacylglycerol	54955	LC/MS Pos Late	100010922
2326	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*	Lipid	Diacylglycerol	54956	LC/MS Pos Late	100010923
1419	linoleoylcarnitine (C18:2)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	46223	LC/MS Pos Late	100003151
1470	linoleoylcholine*	Lipid	Fatty Acid Metabolism (Acyl Choline)	57463	LC/MS Pos Late	100015760
2330	linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [2]*	Lipid	Diacylglycerol	54950	LC/MS Pos Late	100010929
2317	linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*	Lipid	Diacylglycerol	54963	LC/MS Pos Late	100010926
2318	linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*	Lipid	Diacylglycerol	54964	LC/MS Pos Late	100010927
2315	linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*	Lipid	Diacylglycerol	54968	LC/MS Pos Late	100010941
91	lysine	Amino Acid	Lysine Metabolism	1301	LC/MS Pos Early	407
1116	malate	Energy	TCA Cycle	1303	LC/MS Neg	409
1300	maleate	Lipid	Fatty Acid, Dicarboxylate	20676	LC/MS Polar	100000707
1133	malonate	Lipid	Fatty Acid Synthesis	15872	LC/MS Polar	818
982	maltose	Carbohydrate	Glycogen Metabolism	15586	LC/MS Polar	913
979	maltotriose	Carbohydrate	Glycogen Metabolism	44688	LC/MS Neg	100000276
1027	mannitol/sorbitol	Carbohydrate	Fructose, Mannose and Galactose Metabolism	46142	LC/MS Polar	100001740
1028	mannose	Carbohydrate	Fructose, Mannose and Galactose Metabolism	48153	LC/MS Polar	803
1166	margarate (17:0)	Lipid	Long Chain Fatty Acid	1121	LC/MS Neg	891
1448	margaroylcarnitine (C17)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	57512	LC/MS Pos Late	100004054
1220	mead acid (20:3n9)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	35174	LC/MS Neg	100001472
4446	metformin	Xenobiotics	Drug - Metabolic	38306	LC/MS Pos Early	100002405
320	methionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1302	LC/MS Pos Early	415
324	methionine sulfone	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	44878	LC/MS Pos Early	100004635
325	methionine sulfoxide	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	18374	LC/MS Pos Early	100000039
4077	methyl glucopyranoside (alpha + beta)	Xenobiotics	Food Component/Plant	46144	LC/MS Neg	100005864
3670	methyl-4-hydroxybenzoate sulfate	Xenobiotics	Benzoate Metabolism	48429	LC/MS Neg	100006116
1379	methylmalonate (MMA)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	1496	LC/MS Polar	418
302	methylsuccinate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	15745	LC/MS Polar	2051
4284	morphine	Xenobiotics	Drug - Analgesics, Anesthetics	21174	LC/MS Pos Early	100000911
1666	myo-inositol	Lipid	Inositol Metabolism	1124	LC/MS Polar	363
1158	myristate (14:0)	Lipid	Long Chain Fatty Acid	1365	LC/MS Neg	519
1159	myristoleate (14:1n5)	Lipid	Long Chain Fatty Acid	32418	LC/MS Neg	100001198
1424	myristoleoylcarnitine (C14:1)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	48182	LC/MS Pos Late	100006051
2365	myristoyl dihydrosphingomyelin (d18:0/14:0)*	Lipid	Sphingolipid Metabolism	57365	LC/MS Pos Late	100009038
1414	myristoylcarnitine (C14)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	33952	LC/MS Pos Late	100001270
3970	N-(2-furoyl)glycine	Xenobiotics	Food Component/Plant	31536	LC/MS Neg	100001086
3494	N1-Methyl-2-pyridone-5-carboxamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	40469	LC/MS Pos Early	100001468
3495	N1-Methyl-4-pyridone-3-carboxamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	57584	LC/MS Pos Early	100001469
3327	N1-methylinosine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	48351	LC/MS Pos Early	100001409
3387	N2,N2-dimethylguanosine	Nucleotide	Purine Metabolism, Guanine containing	35137	LC/MS Pos Early	100001412
377	N2,N5-diacetylornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	43591	LC/MS Neg	100004575
3446	N4-acetylcytidine	Nucleotide	Pyrimidine Metabolism, Cytidine containing	35130	LC/MS Neg	100001413
98	N6,N6,N6-trimethyllysine	Amino Acid	Lysine Metabolism	1498	LC/MS Pos Early	189
93	N6-acetyllysine	Amino Acid	Lysine Metabolism	36752	LC/MS Neg	100001734
3361	N6-carbamoylthreonyladenosine	Nucleotide	Purine Metabolism, Adenine containing	35157	LC/MS Neg	100001415
1101	N6-carboxymethyllysine	Carbohydrate	Advanced Glycation End-product	36713	LC/MS Pos Early	100001768
3370	N6-succinyladenosine	Nucleotide	Purine Metabolism, Adenine containing	48130	LC/MS Neg	100001664
70	N-acetyl-1-methylhistidine*	Amino Acid	Histidine Metabolism	43255	LC/MS Pos Early	100004299
1362	N-acetyl-2-aminooctanoate*	Lipid	Fatty Acid, Amino	62059	LC/MS Neg	100020204
69	N-acetyl-3-methylhistidine*	Amino Acid	Histidine Metabolism	43256	LC/MS Pos Early	100002204
30	N-acetylalanine	Amino Acid	Alanine and Aspartate Metabolism	1585	LC/MS Polar	1110
3850	N-acetylalliin	Xenobiotics	Food Component/Plant	45404	LC/MS Pos Early	100005367
372	N-acetylarginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	33953	LC/MS Pos Early	100001266
35	N-acetylaspartate (NAA)	Amino Acid	Alanine and Aspartate Metabolism	22185	LC/MS Neg	100000787
52	N-acetyl-aspartyl-glutamate (NAAG)	Amino Acid	Glutamate Metabolism	35665	LC/MS Pos Early	100001612
3433	N-acetyl-beta-alanine	Nucleotide	Pyrimidine Metabolism, Uracil containing	37432	LC/MS Neg	100002102
79	N-acetylcarnosine	Amino Acid	Histidine Metabolism	43488	LC/MS Neg	100004046
373	N-acetylcitrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	48434	LC/MS Neg	100001577
1100	N-acetylglucosamine/N-acetylgalactosamine	Carbohydrate	Aminosugar Metabolism	46539	LC/MS Pos Early	100006435
1097	N-acetylglucosaminylasparagine	Carbohydrate	Aminosugar Metabolism	48149	LC/MS Pos Early	1215
44	N-acetylglutamate	Amino Acid	Glutamate Metabolism	15720	LC/MS Pos Early	100000282
45	N-acetylglutamine	Amino Acid	Glutamate Metabolism	33943	LC/MS Polar	100001253
2	N-acetylglycine	Amino Acid	Glycine, Serine and Threonine Metabolism	27710	LC/MS Pos Early	100001006
68	N-acetylhistidine	Amino Acid	Histidine Metabolism	33946	LC/MS Neg	100001293
290	N-acetylisoleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	33967	LC/MS Neg	100001276
401	N-acetyl-isoputreanine*	Amino Acid	Polyamine Metabolism	62309	LC/MS Pos Early	100020487
219	N-acetylkynurenine (2)	Amino Acid	Tryptophan Metabolism	48757	LC/MS Neg	100006378
255	N-acetylleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1587	LC/MS Neg	1082
321	N-acetylmethionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1589	LC/MS Neg	1083
1086	N-acetylneuraminate	Carbohydrate	Aminosugar Metabolism	32377	LC/MS Pos Early	1162
117	N-acetylphenylalanine	Amino Acid	Phenylalanine Metabolism	33950	LC/MS Neg	100001256
411	N-acetylputrescine	Amino Acid	Polyamine Metabolism	37496	LC/MS Pos Early	192
10	N-acetylserine	Amino Acid	Glycine, Serine and Threonine Metabolism	37076	LC/MS Polar	100001851
351	N-acetyltaurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	48187	LC/MS Neg	100005466
17	N-acetylthreonine	Amino Acid	Glycine, Serine and Threonine Metabolism	33939	LC/MS Neg	100001274
207	N-acetyltryptophan	Amino Acid	Tryptophan Metabolism	33959	LC/MS Neg	100001254
133	N-acetyltyrosine	Amino Acid	Tyrosine Metabolism	32390	LC/MS Neg	100001104
309	N-acetylvaline	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1591	LC/MS Neg	1084
4254	naproxen	Xenobiotics	Drug - Analgesics, Anesthetics	12122	LC/MS Neg	1384
2357	N-behenoyl-sphingadienine (d18:2/22:0)*	Lipid	Sphingolipid Metabolism	57372	LC/MS Pos Late	100015624
33	N-carbamoylalanine	Amino Acid	Alanine and Aspartate Metabolism	52340	LC/MS Pos Early	100006369
375	N-delta-acetylornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	43249	LC/MS Neg	100004523
1449	nervonoylcarnitine (C24:1)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	57531	LC/MS Pos Late	100015846
4281	N-ethylglycinexylidide	Xenobiotics	Drug - Analgesics, Anesthetics	33080	LC/MS Pos Early	100001539
223	N-formylanthranilic acid	Amino Acid	Tryptophan Metabolism	43549	LC/MS Neg	100004561
322	N-formylmethionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	2829	LC/MS Neg	194
186	N-formylphenylalanine	Amino Acid	Tyrosine Metabolism	48433	LC/MS Neg	100006056
3475	nicotinamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	594	LC/MS Pos Early	432
1649	N-linoleoyltaurine*	Lipid	Endocannabinoid	61826	LC/MS Neg	100005814
379	N-methylhydroxyproline**	Amino Acid	Urea cycle; Arginine and Proline Metabolism	62068	LC/MS Pos Early	100020215
4218	N-methylpipecolate	Xenobiotics	Bacterial/Fungal	47101	LC/MS Pos Early	100005383
385	N-methylproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	37431	LC/MS Pos Early	100001956
1662	N-oleoylserine	Lipid	Endocannabinoid	57664	LC/MS Neg	100015641
1645	N-oleoyltaurine	Lipid	Endocannabinoid	39732	LC/MS Neg	100003119
1178	nonadecanoate (19:0)	Lipid	Long Chain Fatty Acid	1356	LC/MS Neg	892
1392	N-palmitoylglycine	Lipid	Fatty Acid Metabolism(Acyl Glycine)	42092	LC/MS Neg	100003686
2408	N-palmitoyl-heptadecasphingosine (d17:1/16:0)*	Lipid	Sphingolipid Metabolism	57430	LC/MS Pos Late	100015731
2356	N-palmitoyl-sphingadienine (d18:2/16:0)*	Lipid	Sphingolipid Metabolism	57416	LC/MS Pos Late	100015609
2355	N-palmitoyl-sphinganine (d18:0/16:0)	Lipid	Sphingolipid Metabolism	52604	LC/MS Pos Late	100009028
2453	N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Ceramides	44877	LC/MS Pos Late	1518
2456	N-stearoyl-sphingadienine (d18:2/18:0)*	Lipid	Ceramides	57417	LC/MS Pos Late	100015632
2409	N-stearoyl-sphinganine (d18:0/18:0)*	Lipid	Sphingolipid Metabolism	1759	LC/MS Pos Late	922
2455	N-stearoyl-sphingosine (d18:1/18:0)*	Lipid	Ceramides	54979	LC/MS Pos Late	1547
1646	N-stearoyltaurine	Lipid	Endocannabinoid	39730	LC/MS Neg	100003240
115	N-trimethyl 5-aminovalerate	Amino Acid	Lysine Metabolism	57687	LC/MS Pos Early	100015962
3684	o-cresol sulfate	Xenobiotics	Benzoate Metabolism	36845	LC/MS Neg	100001806
1320	octadecadienedioate (C18:2-DC)*	Lipid	Fatty Acid, Dicarboxylate	61860	LC/MS Neg	100019982
1318	octadecanedioate (C18-DC)	Lipid	Fatty Acid, Dicarboxylate	36754	LC/MS Neg	100001615
1432	octadecanedioylcarnitine (C18-DC)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	61867	LC/MS Pos Late	100005998
1319	octadecenedioate (C18:1-DC)*	Lipid	Fatty Acid, Dicarboxylate	61861	LC/MS Neg	100019978
1433	octadecenedioylcarnitine (C18:1-DC)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	61865	LC/MS Pos Late	100005996
1407	octanoylcarnitine (C8)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	33936	LC/MS Pos Late	100001247
1171	oleate/vaccenate (18:1)	Lipid	Long Chain Fatty Acid	52285	LC/MS Neg	100008930
1633	oleoyl ethanolamide	Lipid	Endocannabinoid	38102	LC/MS Neg	1137
2323	oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*	Lipid	Diacylglycerol	54960	LC/MS Pos Late	100010936
2324	oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*	Lipid	Diacylglycerol	54961	LC/MS Pos Late	100010937
1422	oleoylcarnitine (C18:1)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	35160	LC/MS Pos Late	100001501
1467	oleoylcholine	Lipid	Fatty Acid Metabolism (Acyl Choline)	53260	LC/MS Pos Late	100009331
2313	oleoyl-linolenoyl-glycerol (18:1/18:3) [2]*	Lipid	Diacylglycerol	54970	LC/MS Pos Late	100010944
2310	oleoyl-linoleoyl-glycerol (18:1/18:2) [1]	Lipid	Diacylglycerol	46798	LC/MS Pos Late	100002989
2311	oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	Lipid	Diacylglycerol	46799	LC/MS Pos Late	100002990
2307	oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*	Lipid	Diacylglycerol	54945	LC/MS Pos Late	100010918
2308	oleoyl-oleoyl-glycerol (18:1/18:1) [2]*	Lipid	Diacylglycerol	54946	LC/MS Pos Late	100010919
361	ornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1493	LC/MS Pos Early	444
3400	orotate	Nucleotide	Pyrimidine Metabolism, Orotate containing	1505	LC/MS Polar	445
3402	orotidine	Nucleotide	Pyrimidine Metabolism, Orotate containing	35172	LC/MS Polar	100001416
4626	O-sulfo-L-tyrosine	Xenobiotics	Chemical	45413	LC/MS Neg	100005384
3518	oxalate (ethanedioate)	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	20694	LC/MS Neg	100000841
1163	palmitate (16:0)	Lipid	Long Chain Fatty Acid	1336	LC/MS Neg	424
1164	palmitoleate (16:1n7)	Lipid	Long Chain Fatty Acid	33447	LC/MS Neg	452
2300	palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2]*	Lipid	Diacylglycerol	57406	LC/MS Pos Late	100015681
1417	palmitoleoylcarnitine (C16:1)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	53223	LC/MS Pos Late	100009406
2296	palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*	Lipid	Diacylglycerol	54967	LC/MS Pos Late	100010930
2366	palmitoyl dihydrosphingomyelin (d18:0/16:0)*	Lipid	Sphingolipid Metabolism	52434	LC/MS Pos Late	100008954
1636	palmitoyl ethanolamide	Lipid	Endocannabinoid	38165	LC/MS Pos Late	1489
2368	palmitoyl sphingomyelin (d18:1/16:0)	Lipid	Sphingolipid Metabolism	37506	LC/MS Pos Late	100002107
2298	palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*	Lipid	Diacylglycerol	54957	LC/MS Pos Late	100010924
2299	palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*	Lipid	Diacylglycerol	54958	LC/MS Pos Late	100010925
1416	palmitoylcarnitine (C16)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	44681	LC/MS Pos Late	100000776
1466	palmitoylcholine	Lipid	Fatty Acid Metabolism (Acyl Choline)	52944	LC/MS Pos Late	100009233
2291	palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*	Lipid	Diacylglycerol	52633	LC/MS Pos Late	100009052
2292	palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*	Lipid	Diacylglycerol	52634	LC/MS Pos Late	100009055
2289	palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*	Lipid	Diacylglycerol	54943	LC/MS Pos Late	100010916
2290	palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*	Lipid	Diacylglycerol	54942	LC/MS Pos Late	100010917
2286	palmitoyl-palmitoyl-glycerol (16:0/16:0) [2]*	Lipid	Diacylglycerol	54990	LC/MS Pos Late	100010948
3502	pantothenate	Cofactors and Vitamins	Pantothenate and CoA Metabolism	1508	LC/MS Neg	1024
3696	paraxanthine	Xenobiotics	Xanthine Metabolism	18254	LC/MS Neg	100000453
3677	p-cresol sulfate	Xenobiotics	Benzoate Metabolism	36103	LC/MS Neg	100001315
184	p-cresol-glucuronide*	Amino Acid	Tyrosine Metabolism	48841	LC/MS Neg	100006191
1162	pentadecanoate (15:0)	Lipid	Long Chain Fatty Acid	1361	LC/MS Neg	980
4721	perfluorooctanesulfonic acid (PFOS)	Xenobiotics	Chemical	57564	LC/MS Neg	100010955
4765	perfluorooctanoate (PFOA)*	Xenobiotics	Chemical	62071	LC/MS Neg	100020208
148	phenol sulfate	Amino Acid	Tyrosine Metabolism	32553	LC/MS Neg	100001510
125	phenylacetate	Amino Acid	Phenylalanine Metabolism	57745	LC/MS Neg	100000011
879	phenylacetylcarnitine	Peptide	Acetylated Peptides	48425	LC/MS Pos Early	100006108
881	phenylacetylglutamate	Peptide	Acetylated Peptides	52925	LC/MS Neg	100009045
882	phenylacetylglutamine	Peptide	Acetylated Peptides	35126	LC/MS Pos Early	100001417
116	phenylalanine	Amino Acid	Phenylalanine Metabolism	64	LC/MS Pos Early	460
121	phenyllactate (PLA)	Amino Acid	Phenylalanine Metabolism	22130	LC/MS Neg	100000774
120	phenylpyruvate	Amino Acid	Phenylalanine Metabolism	566	LC/MS Neg	241
1130	phosphate	Energy	Oxidative Phosphorylation	42109	LC/MS Pos Early	461
1696	choline phosphate	Lipid	Phospholipid Metabolism	34396	LC/MS Pos Early	267
1701	phosphoethanolamine	Lipid	Phospholipid Metabolism	1600	LC/MS Pos Early	1026
3993	phytanate	Xenobiotics	Food Component/Plant	598	LC/MS Neg	466
229	picolinate	Amino Acid	Tryptophan Metabolism	1512	LC/MS Pos Early	1022
110	pipecolate	Amino Acid	Lysine Metabolism	1444	LC/MS Pos Early	1025
3999	piperine	Xenobiotics	Food Component/Plant	33935	LC/MS Pos Late	100001267
2585	pregnanediol-3-glucuronide	Lipid	Progestin Steroids	40708	LC/MS Neg	100003470
2590	pregnanolone/allopregnanolone sulfate	Lipid	Progestin Steroids	48394	LC/MS Neg	100006173
2564	pregnenediol disulfate (C21H34O8S2)*	Lipid	Pregnenolone Steroids	32562	LC/MS Neg	100001993
2565	pregnenediol sulfate (C21H34O5S)*	Lipid	Pregnenolone Steroids	32619	LC/MS Neg	100002067
2548	pregnenolone sulfate	Lipid	Pregnenolone Steroids	38170	LC/MS Neg	100002129
368	proline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1898	LC/MS Pos Early	480
723	prolylglycine	Peptide	Dipeptide	40703	LC/MS Pos Early	100003674
382	pro-hydroxy-pro	Amino Acid	Urea cycle; Arginine and Proline Metabolism	35127	LC/MS Pos Early	100001167
1376	propionylcarnitine (C3)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	32452	LC/MS Pos Early	100001162
1377	propionylglycine	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	31932	LC/MS Polar	100001150
3414	pseudouridine	Nucleotide	Pyrimidine Metabolism, Uracil containing	33442	LC/MS Neg	821
3605	pyridoxal	Cofactors and Vitamins	Vitamin B6 Metabolism	1651	LC/MS Pos Early	491
3606	pyridoxate	Cofactors and Vitamins	Vitamin B6 Metabolism	31555	LC/MS Neg	100001121
51	pyroglutamine*	Amino Acid	Glutamate Metabolism	46225	LC/MS Pos Early	100001540
4105	pyrraline	Xenobiotics	Food Component/Plant	48428	LC/MS Pos Early	100001767
928	pyruvate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	48990	LC/MS Polar	823
4028	quinate	Xenobiotics	Food Component/Plant	18335	LC/MS Polar	100000442
3471	quinolinate	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	1899	LC/MS Pos Early	182
3593	retinal	Cofactors and Vitamins	Vitamin A Metabolism	40807	LC/MS Pos Late	100004088
3586	retinol (Vitamin A)	Cofactors and Vitamins	Vitamin A Metabolism	1806	LC/MS Pos Late	498
947	ribitol	Carbohydrate	Pentose Metabolism	15772	LC/MS Polar	100000406
948	ribonate	Carbohydrate	Pentose Metabolism	27731	LC/MS Polar	100001007
973	ribulonate/xylulonate*	Carbohydrate	Pentose Metabolism	61858	LC/MS Polar	100019968
4493	rocuronium	Xenobiotics	Drug - Neurological	52381	LC/MS Pos Early	100006745
59	S-1-pyrroline-5-carboxylate	Amino Acid	Glutamate Metabolism	42370	LC/MS Pos Early	35
4033	saccharin	Xenobiotics	Food Component/Plant	21151	LC/MS Neg	100000870
332	S-adenosylhomocysteine (SAH)	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	42382	LC/MS Neg	197
4555	salicylate	Xenobiotics	Drug - Topical Agents	1515	LC/MS Polar	501
4266	salicyluric glucuronide*	Xenobiotics	Drug - Analgesics, Anesthetics	33384	LC/MS Neg	100001332
4036	S-allylcysteine	Xenobiotics	Food Component/Plant	43239	LC/MS Pos Early	100004509
4	sarcosine	Amino Acid	Glycine, Serine and Threonine Metabolism	1516	LC/MS Pos Early	1023
1309	sebacate (C10-DC)	Lipid	Fatty Acid, Dicarboxylate	32398	LC/MS Neg	100001211
9	serine	Amino Acid	Glycine, Serine and Threonine Metabolism	1648	LC/MS Pos Early	503
230	serotonin	Amino Acid	Tryptophan Metabolism	2342	LC/MS Pos Early	504
340	S-methylcysteine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	39592	LC/MS Neg	100002749
341	S-methylcysteine sulfoxide	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	43378	LC/MS Pos Early	100002927
323	S-methylmethionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	38127	LC/MS Pos Early	100002183
402	spermidine	Amino Acid	Polyamine Metabolism	485	LC/MS Pos Early	50
2410	sphingadienine	Lipid	Sphingolipid Metabolism	57426	LC/MS Pos Late	100015643
2351	sphinganine	Lipid	Sphingolipid Metabolism	17769	LC/MS Pos Late	313
2352	sphinganine-1-phosphate	Lipid	Sphingolipid Metabolism	52605	LC/MS Pos Late	100001876
2451	sphingomyelin (d17:1/14:0, d16:1/15:0)*	Lipid	Sphingolipid Metabolism	62152	LC/MS Pos Late	100020276
2376	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	Lipid	Sphingolipid Metabolism	52433	LC/MS Pos Late	100006314
