PATHWAY SORTORDER	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	COMP ID	PLATFORM	CHEMICAL ID
68	N-acetylhistidine	Amino Acid	Histidine Metabolism	33946	LC/MS Pos Early	100001293
290	N-acetylisoleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	33967	LC/MS Neg	100001276
255	N-acetylleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1587	LC/MS Neg	1082
321	N-acetylmethionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1589	LC/MS Neg	1083
326	N-acetylmethionine sulfoxide	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	45428	LC/MS Pos Early	100005463
1089	N-acetylmuramate	Carbohydrate	Aminosugar Metabolism	18354	LC/MS Neg	100000283
1086	N-acetylneuraminate	Carbohydrate	Aminosugar Metabolism	32377	LC/MS Pos Early	1162
117	N-acetylphenylalanine	Amino Acid	Phenylalanine Metabolism	33950	LC/MS Neg	100001256
374	N-acetylproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	34387	LC/MS Pos Early	100001334
411	N-acetylputrescine	Amino Acid	Polyamine Metabolism	37496	LC/MS Pos Early	192
4106	N-acetylpyrraline	Xenobiotics	Food Component/Plant	48438	LC/MS Neg	100006120
10	N-acetylserine	Amino Acid	Glycine, Serine and Threonine Metabolism	37076	LC/MS Pos Early	100001851
2388	N-acetylsphingosine	Lipid	Sphingolipid Metabolism	17772	LC/MS Neg	1302
351	N-acetyltaurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	48187	LC/MS Neg	100005466
17	N-acetylthreonine	Amino Acid	Glycine, Serine and Threonine Metabolism	33939	LC/MS Neg	100001274
207	N-acetyltryptophan	Amino Acid	Tryptophan Metabolism	33959	LC/MS Neg	100001254
133	N-acetyltyrosine	Amino Acid	Tyrosine Metabolism	32390	LC/MS Neg	100001104
309	N-acetylvaline	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1591	LC/MS Neg	1084
3474	nicotinamide adenine dinucleotide (NAD+)	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	5278	LC/MS Neg	1310
376	N-alpha-acetylornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	32984	LC/MS Pos Early	100000285
3968	naringenin	Xenobiotics	Food Component/Plant	44663	LC/MS Neg	100000920
4562	N-carbamoylglutamate	Xenobiotics	Drug - Other	38749	LC/MS Pos Early	100002668
396	N-carbamoylsarcosine	Amino Acid	Creatine Metabolism	38696	LC/MS Pos Early	100002606
375	N-delta-acetylornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	43249	LC/MS Pos Early	100004523
223	N-formylanthranilic acid	Amino Acid	Tryptophan Metabolism	43549	LC/MS Neg	100004561
322	N-formylmethionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	2829	LC/MS Neg	194
186	N-formylphenylalanine	Amino Acid	Tyrosine Metabolism	48433	LC/MS Neg	100006056
3973	nicotianamine	Xenobiotics	Food Component/Plant	43026	LC/MS Pos Early	100004035
3470	nicotinamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	594	LC/MS Pos Early	432
3472	nicotinamide ribonucleotide (NMN)	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	22152	LC/MS Pos Early	1312
3473	nicotinamide riboside	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	33013	LC/MS Pos Early	100001310
3467	nicotinate	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	1504	LC/MS Pos Early	567
3468	nicotinate ribonucleoside	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	33471	LC/MS Pos Early	100001316
56	N-methyl-GABA	Amino Acid	Glutamate Metabolism	39577	LC/MS Pos Early	100003152
46	N-methylglutamate	Amino Acid	Glutamate Metabolism	31532	LC/MS Polar	100001131
395	N-methylhydantoin	Amino Acid	Creatine Metabolism	40006	LC/MS Neg	100002557
379	N-methylhydroxyproline**	Amino Acid	Urea cycle; Arginine and Proline Metabolism	62068	LC/MS Pos Early	100020215
256	N-methylleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	35666	LC/MS Pos Early	100001581
118	N-methylphenylalanine	Amino Acid	Phenylalanine Metabolism	42999	LC/MS Pos Early	100004042
4213	N-methylpipecolate	Xenobiotics	Bacterial/Fungal	47101	LC/MS Pos Early	100005383
385	N-methylproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	37431	LC/MS Pos Early	100001956
387	N-monomethylarginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	43586	LC/MS Pos Early	100004488
1642	N-oleoyltaurine	Lipid	Endocannabinoid	39732	LC/MS Neg	100003119
1178	nonadecanoate (19:0)	Lipid	Long Chain Fatty Acid	1356	LC/MS Neg	892
363	norvaline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	37426	LC/MS Pos Early	100002082
1391	N-palmitoylglycine	Lipid	Fatty Acid Metabolism(Acyl Glycine)	42092	LC/MS Neg	100003686
2353	N-palmitoyl-sphingadienine (d18:2/16:0)*	Lipid	Sphingolipid Metabolism	57416	LC/MS Pos Late	100015609
2352	N-palmitoyl-sphinganine (d18:0/16:0)	Lipid	Sphingolipid Metabolism	52604	LC/MS Pos Late	100009028
2450	N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Ceramides	44877	LC/MS Pos Late	1518
1644	N-palmitoyltaurine	Lipid	Endocannabinoid	39835	LC/MS Neg	100003239
2439	N-pentadecanoyl-sphingosine (d18:1/15:0)*	Lipid	Sphingolipid Metabolism	57431	LC/MS Pos Late	100015732
32	N-propionylalanine	Amino Acid	Alanine and Aspartate Metabolism	42993	LC/MS Neg	100004113
4704	N-propionylmethionine	Xenobiotics	Chemical	43506	LC/MS Pos Early	100004125
2452	N-stearoyl-sphingosine (d18:1/18:0)*	Lipid	Ceramides	54979	LC/MS Pos Late	1547
1643	N-stearoyltaurine	Lipid	Endocannabinoid	39730	LC/MS Neg	100003240
115	N-trimethyl 5-aminovalerate	Amino Acid	Lysine Metabolism	57687	LC/MS Pos Early	100015962
1318	octadecenedioate (C18:1-DC)*	Lipid	Fatty Acid, Dicarboxylate	61861	LC/MS Neg	100019978
1171	oleate/vaccenate (18:1)	Lipid	Long Chain Fatty Acid	52285	LC/MS Neg	100008930
1630	oleoyl ethanolamide	Lipid	Endocannabinoid	38102	LC/MS Pos Late	1137
1420	oleoylcarnitine (C18:1)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	35160	LC/MS Pos Late	100001501
2308	oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	Lipid	Diacylglycerol	46799	LC/MS Pos Late	100002990
361	ornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1493	LC/MS Pos Early	444
3395	orotate	Nucleotide	Pyrimidine Metabolism, Orotate containing	1505	LC/MS Polar	445
3397	orotidine	Nucleotide	Pyrimidine Metabolism, Orotate containing	35172	LC/MS Polar	100001416
4621	O-sulfo-L-tyrosine	Xenobiotics	Chemical	45413	LC/MS Neg	100005384
1163	palmitate (16:0)	Lipid	Long Chain Fatty Acid	1336	LC/MS Neg	424
1347	palmitic amide	Lipid	Fatty Acid, Amide	42095	LC/MS Pos Late	100003915
1164	palmitoleate (16:1n7)	Lipid	Long Chain Fatty Acid	33447	LC/MS Neg	452
1415	palmitoleoylcarnitine (C16:1)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	53223	LC/MS Pos Late	100009406
2363	palmitoyl dihydrosphingomyelin (d18:0/16:0)*	Lipid	Sphingolipid Metabolism	52434	LC/MS Pos Late	100008954
1633	palmitoyl ethanolamide	Lipid	Endocannabinoid	38165	LC/MS Pos Late	1489
2365	palmitoyl sphingomyelin (d18:1/16:0)	Lipid	Sphingolipid Metabolism	37506	LC/MS Pos Late	100002107
1414	palmitoylcarnitine (C16)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	44681	LC/MS Pos Late	100000776
2289	palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*	Lipid	Diacylglycerol	52634	LC/MS Pos Late	100009055
3504	pantetheine	Cofactors and Vitamins	Pantothenate and CoA Metabolism	57555	LC/MS Pos Early	100001495
3497	pantothenate	Cofactors and Vitamins	Pantothenate and CoA Metabolism	1508	LC/MS Pos Early	1024
3671	p-cresol	Xenobiotics	Benzoate Metabolism	33444	LC/MS Neg	100001018
3672	p-cresol sulfate	Xenobiotics	Benzoate Metabolism	36103	LC/MS Neg	100001315
1162	pentadecanoate (15:0)	Lipid	Long Chain Fatty Acid	1361	LC/MS Neg	980
124	phenethylamine	Amino Acid	Phenylalanine Metabolism	12142	LC/MS Pos Early	1207
148	phenol sulfate	Amino Acid	Tyrosine Metabolism	32553	LC/MS Neg	100001510
125	phenylacetate	Amino Acid	Phenylalanine Metabolism	57745	LC/MS Neg	100000011
881	phenylacetylglutamate	Peptide	Acetylated Peptides	52925	LC/MS Polar	100009045
882	phenylacetylglutamine	Peptide	Acetylated Peptides	35126	LC/MS Neg	100001417
884	phenylacetylglycine	Peptide	Acetylated Peptides	33945	LC/MS Neg	100001275
116	phenylalanine	Amino Acid	Phenylalanine Metabolism	64	LC/MS Pos Early	460
701	phenylalanylalanine	Peptide	Dipeptide	41374	LC/MS Pos Early	100003589
705	phenylalanylglycine	Peptide	Dipeptide	41370	LC/MS Pos Early	100003588
121	phenyllactate (PLA)	Amino Acid	Phenylalanine Metabolism	22130	LC/MS Neg	100000774
120	phenylpyruvate	Amino Acid	Phenylalanine Metabolism	566	LC/MS Neg	241
1130	phosphate	Energy	Oxidative Phosphorylation	42109	LC/MS Neg	461
1693	choline phosphate	Lipid	Phospholipid Metabolism	34396	LC/MS Pos Early	267
927	phosphoenolpyruvate (PEP)	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	597	LC/MS Neg	463
3641	p-hydroxybenzaldehyde	Xenobiotics	Benzoate Metabolism	17665	LC/MS Neg	1276
2389	phytosphingosine	Lipid	Sphingolipid Metabolism	1510	LC/MS Pos Late	469
229	picolinate	Amino Acid	Tryptophan Metabolism	1512	LC/MS Pos Early	1022
1301	pimelate (C7-DC)	Lipid	Fatty Acid, Dicarboxylate	15704	LC/MS Polar	100000101
110	pipecolate	Amino Acid	Lysine Metabolism	1444	LC/MS Pos Early	1025
3721	piperidine	Xenobiotics	Food Component/Plant	38183	LC/MS Pos Early	100002398
3994	piperine	Xenobiotics	Food Component/Plant	33935	LC/MS Pos Late	100001267
4015	ponciretin	Xenobiotics	Food Component/Plant	40448	LC/MS Neg	100003286
2560	pregn steroid monosulfate C21H34O5S*	Lipid	Pregnenolone Steroids	32619	LC/MS Neg	100002067
2559	pregnen-diol disulfate C21H34O8S2*	Lipid	Pregnenolone Steroids	32562	LC/MS Neg	100001993
368	proline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1898	LC/MS Pos Early	480
723	prolylglycine	Peptide	Dipeptide	40703	LC/MS Pos Early	100003674
1375	propionylcarnitine (C3)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	32452	LC/MS Pos Early	100001162
1376	propionylglycine	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	31932	LC/MS Polar	100001150
3409	pseudouridine	Nucleotide	Pyrimidine Metabolism, Uracil containing	33442	LC/MS Neg	821
3549	pterin	Cofactors and Vitamins	Pterin Metabolism	43023	LC/MS Neg	100004216
399	putrescine	Amino Acid	Polyamine Metabolism	1408	LC/MS Pos Early	49
3600	pyridoxal	Cofactors and Vitamins	Vitamin B6 Metabolism	1651	LC/MS Pos Early	491
3597	pyridoxamine	Cofactors and Vitamins	Vitamin B6 Metabolism	2150	LC/MS Pos Early	568
3601	pyridoxate	Cofactors and Vitamins	Vitamin B6 Metabolism	31555	LC/MS Neg	100001121
51	pyroglutamine*	Amino Acid	Glutamate Metabolism	46225	LC/MS Pos Early	100001540
4100	pyrraline	Xenobiotics	Food Component/Plant	48428	LC/MS Neg	100001767
928	pyruvate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	22250	LC/MS Polar	823
4023	quinate	Xenobiotics	Food Component/Plant	18335	LC/MS Polar	100000442
3466	quinolinate	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	1899	LC/MS Pos Early	182
947	ribitol	Carbohydrate	Pentose Metabolism	15772	LC/MS Polar	100000406
3494	riboflavin (Vitamin B2)	Cofactors and Vitamins	Riboflavin Metabolism	1827	LC/MS Pos Early	500
948	ribonate	Carbohydrate	Pentose Metabolism	27731	LC/MS Polar	100001007
946	ribose	Carbohydrate	Pentose Metabolism	1471	LC/MS Polar	914
973	ribulonate/xylulonate*	Carbohydrate	Pentose Metabolism	61858	LC/MS Polar	100019968
970	ribulose/xylulose	Carbohydrate	Pentose Metabolism	48340	LC/MS Polar	100006122
4028	saccharin	Xenobiotics	Food Component/Plant	21151	LC/MS Neg	100000870
101	saccharopine	Amino Acid	Lysine Metabolism	1495	LC/MS Neg	392
4550	salicylate	Xenobiotics	Drug - Topical Agents	1515	LC/MS Polar	501
4	sarcosine	Amino Acid	Glycine, Serine and Threonine Metabolism	1516	LC/MS Pos Early	1023
4578	S-carboxymethyl-L-cysteine	Xenobiotics	Drug - Other	47897	LC/MS Pos Early	100002324
1309	sebacate (C10-DC)	Lipid	Fatty Acid, Dicarboxylate	32398	LC/MS Neg	100001211
972	sedoheptulose	Carbohydrate	Pentose Metabolism	53237	LC/MS Polar	100002619
9	serine	Amino Acid	Glycine, Serine and Threonine Metabolism	1648	LC/MS Pos Early	503
340	S-methylcysteine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	39592	LC/MS Pos Early	100002749
4040	solanidine	Xenobiotics	Food Component/Plant	39788	LC/MS Pos Late	100002773
402	spermidine	Amino Acid	Polyamine Metabolism	485	LC/MS Pos Early	50
2407	sphingadienine	Lipid	Sphingolipid Metabolism	57426	LC/MS Pos Late	100015643
2348	sphinganine	Lipid	Sphingolipid Metabolism	17769	LC/MS Pos Late	313
2376	sphingomyelin (d18:1/18:1, d18:2/18:0)	Lipid	Sphingolipid Metabolism	37529	LC/MS Pos Late	100002106
2386	sphingosine	Lipid	Sphingolipid Metabolism	17747	LC/MS Pos Late	297
4048	stachydrine	Xenobiotics	Food Component/Plant	34384	LC/MS Pos Early	100001296
1349	stearamide	Lipid	Fatty Acid, Amide	37487	LC/MS Pos Late	100002105
1169	stearate (18:0)	Lipid	Long Chain Fatty Acid	1358	LC/MS Neg	439
1634	stearoyl ethanolamide	Lipid	Endocannabinoid	38625	LC/MS Pos Late	100002254
1304	suberate (C8-DC)	Lipid	Fatty Acid, Dicarboxylate	15730	LC/MS Polar	100000016
1114	succinate	Energy	TCA Cycle	1437	LC/MS Polar	252
4724	succinimide	Xenobiotics	Chemical	41888	LC/MS Polar	100003696
1113	succinylcarnitine (C4-DC)	Energy	TCA Cycle	37058	LC/MS Pos Early	100001948
63	succinylglutamine	Amino Acid	Glutamate Metabolism	55014	LC/MS Pos Early	100010853
3760	sucralose	Xenobiotics	Food Component/Plant	36649	LC/MS Neg	100001789
4618	sulfate*	Xenobiotics	Chemical	46960	LC/MS Neg	100002528
4055	syringic acid	Xenobiotics	Food Component/Plant	37091	LC/MS Neg	100001919
350	taurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	2125	LC/MS Pos Early	512
2694	taurochenodeoxycholate	Lipid	Primary Bile Acid Metabolism	18494	LC/MS Neg	1629
2691	taurocholate	Lipid	Primary Bile Acid Metabolism	18497	LC/MS Neg	1648
2740	taurocholenate sulfate	Lipid	Secondary Bile Acid Metabolism	32807	LC/MS Neg	100001990
2711	taurodeoxycholate	Lipid	Secondary Bile Acid Metabolism	12261	LC/MS Neg	1668
2718	taurolithocholate 3-sulfate	Lipid	Secondary Bile Acid Metabolism	36850	LC/MS Neg	100001658
2723	tauroursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	39378	LC/MS Neg	100002912
1313	tetradecanedioate (C14-DC)	Lipid	Fatty Acid, Dicarboxylate	35669	LC/MS Neg	100001613
3692	theobromine	Xenobiotics	Xanthine Metabolism	18392	LC/MS Pos Early	100000445
3693	theophylline	Xenobiotics	Xanthine Metabolism	18394	LC/MS Pos Early	100000437
3573	thiamin (Vitamin B1)	Cofactors and Vitamins	Thiamine Metabolism	5341	LC/MS Pos Early	873
4757	thioproline	Xenobiotics	Chemical	53231	LC/MS Pos Early	100009232
3510	threonate	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	27738	LC/MS Polar	100001022
16	threonine	Amino Acid	Glycine, Serine and Threonine Metabolism	1284	LC/MS Pos Early	564
761	threonylphenylalanine	Peptide	Dipeptide	31530	LC/MS Neg	100001125
3457	thymidine	Nucleotide	Pyrimidine Metabolism, Thymine containing	2183	LC/MS Neg	872
3458	thymine	Nucleotide	Pyrimidine Metabolism, Thymine containing	604	LC/MS Neg	882
72	trans-urocanate	Amino Acid	Histidine Metabolism	607	LC/MS Polar	537
1121	tricarballylate	Energy	TCA Cycle	15729	LC/MS Polar	2053
3487	trigonelline (N'-methylnicotinate)	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	32401	LC/MS Pos Early	100001092
1703	trimethylamine N-oxide	Lipid	Phospholipid Metabolism	40406	LC/MS Pos Early	100003397
235	tryptamine	Amino Acid	Tryptophan Metabolism	6104	LC/MS Pos Early	1095
206	tryptophan	Amino Acid	Tryptophan Metabolism	54	LC/MS Pos Early	565
215	tryptophan betaine	Amino Acid	Tryptophan Metabolism	37097	LC/MS Pos Early	100001743
771	tryptophylglycine	Peptide	Dipeptide	43028	LC/MS Neg	100003609
137	tyramine	Amino Acid	Tyrosine Metabolism	1603	LC/MS Pos Early	1133
185	tyramine O-sulfate	Amino Acid	Tyrosine Metabolism	48408	LC/MS Neg	100006092
132	tyrosine	Amino Acid	Tyrosine Metabolism	1299	LC/MS Pos Early	815
4067	tyrosol	Xenobiotics	Food Component/Plant	41515	LC/MS Neg	100003493
787	tyrosylglycine	Peptide	Dipeptide	41375	LC/MS Neg	100003598
1153	undecanoate (11:0)	Lipid	Medium Chain Fatty Acid	12067	LC/MS Neg	889
3408	uracil	Nucleotide	Pyrimidine Metabolism, Uracil containing	605	LC/MS Neg	825
3325	urate	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1604	LC/MS Neg	1134
359	urea	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1670	LC/MS Pos Early	533
3407	uridine	Nucleotide	Pyrimidine Metabolism, Uracil containing	606	LC/MS Neg	535
3406	uridine-2',3'-cyclic monophosphate	Nucleotide	Pyrimidine Metabolism, Uracil containing	37137	LC/MS Neg	75
2749	ursocholate	Lipid	Secondary Bile Acid Metabolism	57573	LC/MS Neg	100002913
2720	ursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	1605	LC/MS Neg	1135
2746	ursodeoxycholate sulfate (1)	Lipid	Secondary Bile Acid Metabolism	52970	LC/MS Neg	100009261
1147	valerate (5:0)	Lipid	Short Chain Fatty Acid	33443	LC/MS Neg	1136
129	valerylphenylalanine	Amino Acid	Phenylalanine Metabolism	44577	LC/MS Neg	100004533
308	valine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1649	LC/MS Pos Early	566
802	valylglutamine	Peptide	Dipeptide	42079	LC/MS Pos Early	100003640
803	valylglycine	Peptide	Dipeptide	40475	LC/MS Neg	100003641
806	valylleucine	Peptide	Dipeptide	39994	LC/MS Pos Early	100003210
3798	vanillate	Xenobiotics	Food Component/Plant	35639	LC/MS Neg	100001634
187	vanillic alcohol sulfate	Amino Acid	Tyrosine Metabolism	48733	LC/MS Neg	100006125
3799	vanillin	Xenobiotics	Food Component/Plant	37442	LC/MS Neg	100002051
160	vanillylmandelate (VMA)	Amino Acid	Tyrosine Metabolism	1567	LC/MS Neg	1111
3317	xanthine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	3147	LC/MS Pos Early	1004
3319	xanthosine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	15136	LC/MS Neg	100000299
227	xanthurenate	Amino Acid	Tryptophan Metabolism	15679	LC/MS Neg	100000015
952	xylose	Carbohydrate	Pentose Metabolism	15581	LC/MS Polar	826
